[2026-06-08T16:01:57.171014] Backup dispatch failed for date 2026-05-31: no such table: backup_queue
[2026-06-08T16:01:57.217187] Backup dispatch failed for date 2026-05-30: no such table: backup_queue
2026-06-08 16:02:00 | INFO     | PumpAI | TRANSACTION RECORD | File: test_pipeline_run.png | ExecTime: 1.456s | Tokens: 680 | MathAudit: PASS
2026-06-08 16:02:00 | WARNING  | PumpAI | TRANSACTION RECORD | File: failing_sheet.png | ExecTime: 0.890s | Tokens: 0 | MathAudit: FAIL | ExceptionTrace: ConnectError: Cloud connection timed out.
2026-06-08 16:02:00 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /var/folders/yh/9dmcd1s1575cljl003t9t4dr0000gn/T/tmpzdbxvx38/test_ledger.db...
2026-06-08 16:02:00 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Saving inventory sale: Servo 4T on 2026-06-01...
2026-06-08 16:02:00 | INFO     | PumpAI | Inventory sale for 'Servo 4T' saved successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Saving inventory sale: Coolant on 2026-06-02...
2026-06-08 16:02:00 | INFO     | PumpAI | Inventory sale for 'Coolant' saved successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Deleted inventory sales for date 2026-06-01.
2026-06-08 16:02:00 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /var/folders/yh/9dmcd1s1575cljl003t9t4dr0000gn/T/tmpbejk748w/test_ledger.db...
2026-06-08 16:02:00 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /var/folders/yh/9dmcd1s1575cljl003t9t4dr0000gn/T/tmp953u54_1/test_ledger.db...
2026-06-08 16:02:00 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Saving inventory sale: Servo 4T 1L on 2026-06-01...
2026-06-08 16:02:00 | INFO     | PumpAI | Inventory sale for 'Servo 4T 1L' saved successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Saving inventory sale: Coolant on 2026-06-01...
2026-06-08 16:02:00 | INFO     | PumpAI | Inventory sale for 'Coolant' saved successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Saving inventory sale: Servo 4T 1L on 2026-06-01...
2026-06-08 16:02:00 | INFO     | PumpAI | Inventory sale for 'Servo 4T 1L' saved successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /var/folders/yh/9dmcd1s1575cljl003t9t4dr0000gn/T/tmpwngmzm7r/test_ledger.db...
2026-06-08 16:02:00 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Saving inventory sale: Servo 4T on 2026-06-10...
2026-06-08 16:02:00 | INFO     | PumpAI | Inventory sale for 'Servo 4T' saved successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Saving inventory sale: Coolant on 2026-06-10...
2026-06-08 16:02:00 | INFO     | PumpAI | Inventory sale for 'Coolant' saved successfully.
2026-06-08 16:02:00 | INFO     | PumpAI | Executing Inventory Validation Guard for date: 2026-06-10...
2026-06-08 16:02:00 | INFO     | PumpAI | Validation Guard successfully combined totals for 2026-06-10: 150950.0 INR.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_lube_stock.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Saving inventory sale: Servo 4T 1L on 2026-06-01...
2026-06-08 16:02:01 | INFO     | PumpAI | Inventory sale for 'Servo 4T 1L' saved successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_lube_stock.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_lube_stock.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_lube_stock.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Saving inventory sale: Servo 4T 1L on 2026-06-05...
2026-06-08 16:02:01 | INFO     | PumpAI | Inventory sale for 'Servo 4T 1L' saved successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_lube_stock.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Saving inventory sale: Servo 4T 1L on 2026-06-05...
2026-06-08 16:02:01 | INFO     | PumpAI | Inventory sale for 'Servo 4T 1L' saved successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Saving inventory sale: Servo 4T 1L on 2026-06-12...
2026-06-08 16:02:01 | INFO     | PumpAI | Inventory sale for 'Servo 4T 1L' saved successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Saving inventory sale: Servo 4T 1L on 2026-07-01...
2026-06-08 16:02:01 | INFO     | PumpAI | Inventory sale for 'Servo 4T 1L' saved successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing SQLite database...
2026-06-08 16:02:01 | INFO     | PumpAI | Database initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing stock_recon table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'stock_recon' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing credit_limits table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'credit_limits' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing dsm_shifts table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'dsm_shifts' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Compiling WhatsApp/SMS daily summary draft for date: 2026-06-25
2026-06-08 16:02:01 | INFO     | PumpAI | Running daily operational and cash reconciliation calculations for date: 2026-06-25...
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing SQLite database...
2026-06-08 16:02:01 | INFO     | PumpAI | Database initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing stock_recon table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'stock_recon' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing credit_limits table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'credit_limits' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing dsm_shifts table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'dsm_shifts' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Running chronological interlock checker for date: 2026-06-26
2026-06-08 16:02:01 | INFO     | PumpAI | Chronological checker completed for 2026-06-26. Status: ok. Discrepancies: 0
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing SQLite database...
2026-06-08 16:02:01 | INFO     | PumpAI | Database initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing stock_recon table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'stock_recon' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing credit_limits table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'credit_limits' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing dsm_shifts table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'dsm_shifts' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Triggering database recovery and spreadsheet rebuild...
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing SQLite database...
2026-06-08 16:02:01 | INFO     | PumpAI | Database initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing stock_recon table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'stock_recon' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing credit_limits table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'credit_limits' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing dsm_shifts table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'dsm_shifts' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing inventory_sales table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'inventory_sales' initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Background bank reconciliation finished successfully for 2 dates.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing SQLite database...
2026-06-08 16:02:01 | INFO     | PumpAI | Database initialized successfully.
2026-06-08 16:02:01 | INFO     | PumpAI | Initializing stock_recon table in SQLite database at /Users/shreyansh/Claude pump ai files/backend/test_ledger.db...
2026-06-08 16:02:01 | INFO     | PumpAI | Table 'stock_recon' initialized successfully.
